74.90 	75.60 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.50 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.70 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.80 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.60 
74.90 	75.80 	75.70 
74.90 	75.80 	75.70 
74.90 	75.80 	75.70 
74.90 	75.80 	75.70 
74.90 	75.80 	75.80 
75.00 	75.80 	75.80 
75.00 	75.80 	75.90 
75.00 	75.80 	75.90 
75.00 	75.80 	76.00 
75.00 	75.80 	76.10 
75.00 	75.90 	76.10 
75.00 	75.90 	76.20 
75.10 	75.90 	76.20 
75.10 	75.90 	76.30 
75.10 	75.90 	76.30 
75.10 	76.00 	76.30 
75.20 	76.00 	76.40 
75.20 	76.00 	76.40 
75.20 	76.00 	76.40 
75.20 	76.10 	76.50 
75.30 	76.10 	76.50 
75.30 	76.10 	76.50 
75.30 	76.10 	76.50 
75.30 	76.10 	76.50 
75.40 	76.10 	76.40 
75.40 	76.10 	76.40 
75.40 	76.10 	76.40 
75.40 	76.10 	76.40 
75.50 	76.10 	76.30 
75.50 	76.10 	76.30 
75.50 	76.10 	76.30 
75.50 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.60 	76.10 	76.30 
75.70 	76.10 	76.30 
75.70 	76.10 	76.30 
75.70 	76.10 	76.40 
75.70 	76.10 	76.40 
75.70 	76.10 	76.50 
75.70 	76.10 	76.50 
75.70 	76.10 	76.60 
75.70 	76.20 	76.70 
75.70 	76.20 	76.70 
75.70 	76.20 	76.80 
75.70 	76.20 	76.80 
75.80 	76.20 	76.90 
75.80 	76.20 	76.90 
75.80 	76.20 	76.90 
75.80 	76.20 	77.00 
75.80 	76.20 	77.00 
75.80 	76.20 	77.00 
75.80 	76.20 	77.10 
75.80 	76.20 	77.10 
75.80 	76.20 	77.10 
75.80 	76.20 	77.10 
75.80 	76.20 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.00 
75.90 	76.10 	77.10 
75.90 	76.10 	77.10 
75.90 	76.10 	77.10 
75.90 	76.20 	77.10 
75.90 	76.20 	77.10 
75.90 	76.20 	77.10 
75.90 	76.20 	77.10 
75.90 	76.20 	77.10 
75.90 	76.20 	77.20 
75.90 	76.20 	77.20 
75.90 	76.20 	77.20 
75.90 	76.20 	77.20 
75.90 	76.20 	77.30 
76.00 	76.20 	77.30 
76.00 	76.20 	77.30 
76.00 	76.30 	77.30 
76.00 	76.30 	77.40 
76.00 	76.30 	77.50 
76.00 	76.30 	77.50 
76.00 	76.30 	77.60 
76.00 	76.40 	77.70 
76.00 	76.40 	77.70 
76.00 	76.40 	77.80 
76.00 	76.40 	77.80 
76.00 	76.50 	77.90 
76.10 	76.50 	77.90 
76.10 	76.50 	78.00 
76.10 	76.50 	78.00 
76.10 	76.60 	78.00 
76.20 	76.60 	78.10 
76.20 	76.60 	78.10 
76.20 	76.60 	78.10 
76.20 	76.60 	78.10 
76.30 	76.60 	78.10 
76.30 	76.60 	78.10 
76.30 	76.70 	78.10 
76.30 	76.70 	78.10 
76.40 	76.70 	78.10 
76.40 	76.70 	78.10 
76.40 	76.80 	78.10 
76.40 	76.80 	78.10 
76.50 	76.80 	78.10 
76.50 	76.80 	78.10 
76.50 	76.80 	78.10 
76.50 	76.80 	78.10 
76.50 	76.80 	78.10 
76.50 	76.80 	78.20 
76.50 	76.80 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.20 
76.60 	76.90 	78.30 
76.60 	76.90 	78.30 
76.70 	76.90 	78.30 
76.70 	76.90 	78.30 
76.70 	76.90 	78.30 
76.70 	76.90 	78.20 
76.70 	76.90 	78.20 
76.70 	76.90 	78.20 
76.80 	76.90 	78.20 
76.80 	76.90 	78.20 
76.80 	76.90 	78.20 
76.80 	76.90 	78.30 
76.80 	76.90 	78.30 
76.80 	76.90 	78.30 
76.80 	76.90 	78.30 
76.80 	76.90 	78.40 
76.80 	76.90 	78.40 
76.90 	76.90 	78.40 
76.90 	76.90 	78.40 
76.90 	76.90 	78.50 
76.90 	76.90 	78.50 
76.90 	76.90 	78.60 
76.90 	77.00 	78.60 
76.90 	77.00 	78.60 
76.90 	77.00 	78.70 
76.90 	77.00 	78.70 
77.00 	77.00 	78.80 
77.00 	77.00 	78.80 
77.00 	77.00 	78.80 
77.00 	77.00 	78.80 
77.00 	77.10 	78.90 
77.10 	77.10 	78.90 
77.10 	77.10 	78.90 
77.10 	77.10 	78.90 
77.20 	77.20 	78.90 
77.20 	77.20 	78.90 
77.20 	77.20 	79.00 
77.30 	77.20 	79.00 
77.30 	77.20 	79.00 
77.30 	77.30 	78.90 
77.40 	77.30 	78.90 
77.40 	77.30 	78.90 
77.40 	77.30 	78.90 
77.50 	77.30 	78.80 
77.50 	77.30 	78.80 
77.50 	77.30 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.80 
77.60 	77.40 	78.90 
77.60 	77.50 	78.90 
77.60 	77.50 	78.90 
77.60 	77.50 	78.90 
77.60 	77.50 	78.90 
77.60 	77.50 	79.00 
77.60 	77.50 	79.00 
77.70 	77.50 	79.00 
77.70 	77.50 	79.00 
77.70 	77.60 	79.00 
77.70 	77.60 	79.00 
77.70 	77.60 	79.00 
77.80 	77.60 	79.00 
77.80 	77.60 	79.00 
77.80 	77.60 	79.00 
77.80 	77.60 	78.90 
77.80 	77.60 	78.90 
77.80 	77.60 	78.90 
77.90 	77.60 	78.90 
77.90 	77.70 	78.90 
77.90 	77.70 	78.90 
77.90 	77.70 	78.90 
77.90 	77.70 	78.90 
77.90 	77.70 	78.90 
77.90 	77.80 	78.90 
77.90 	77.80 	78.90 
77.90 	77.80 	78.90 
77.90 	77.80 	78.90 
77.90 	77.90 	78.90 
